Accession	Source Database	Name	Tax ID	Tax Name	Length	Entry Accession	Matches
A0A6J0YG04	unreviewed	LOW QUALITY PROTEIN: delphilin	9880	Odocoileus virginianus texanus	1073	PF02181	831..1049
A0A6J0YPT1	unreviewed	formin-like protein 3 isoform X3	9880	Odocoileus virginianus texanus	1002	PF02181	536..900
A0A6J0YPT6	unreviewed	formin-like protein 3 isoform X5	9880	Odocoileus virginianus texanus	976	PF02181	511..875
A0A6J0YQM4	unreviewed	formin-like protein 3 isoform X2	9880	Odocoileus virginianus texanus	1027	PF02181	562..926
A0A6J0YRZ5	unreviewed	formin-like protein 3 isoform X1	9880	Odocoileus virginianus texanus	1028	PF02181	562..926
A0A6J0YS26	unreviewed	formin-like protein 3 isoform X4	9880	Odocoileus virginianus texanus	984	PF02181	518..882
A0A6J0YX17	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X2	9880	Odocoileus virginianus texanus	1068	PF02181	601..973
A0A6J0YYU6	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X1	9880	Odocoileus virginianus texanus	1078	PF02181	601..983
A0A6J0Z0F5	unreviewed	FH2 domain-containing protein	9880	Odocoileus virginianus texanus	239	PF02181	23..238
A0A6J0Z0N6	unreviewed	FH2 domain-containing protein	9880	Odocoileus virginianus texanus	399	PF02181	26..353
A0A6J0Z591	unreviewed	FH2 domain-containing protein	9880	Odocoileus virginianus texanus	1417	PF02181	971..1361
A0A6J0Z735	unreviewed	FH2 domain-containing protein	9880	Odocoileus virginianus texanus	1192	PF02181	746..1136
A0A6J0Z7Z2	unreviewed	FH2 domain-containing protein	9880	Odocoileus virginianus texanus	1318	PF02181	872..1262
A0A6J0ZF03	unreviewed	FH2 domain-containing protein	9880	Odocoileus virginianus texanus	489	PF02181	408..480
A0A6J0ZIH3	unreviewed	Formin-like protein	108875	Herrania umbratica	1223	PF02181	799..1172
A0A6J0ZLD6	unreviewed	Formin-like protein	108875	Herrania umbratica	921	PF02181	477..870
A0A6J0ZM29	unreviewed	Formin-like protein	108875	Herrania umbratica	1409	PF02181	985..1359
A0A6J0ZMF0	unreviewed	Formin-like protein	108875	Herrania umbratica	1258	PF02181	841..1212
A0A6J0ZMT0	unreviewed	formin-like protein 13 isoform X3	108875	Herrania umbratica	1066	PF02181	841..1060
A0A6J0ZP47	unreviewed	Formin-like protein	108875	Herrania umbratica	1122	PF02181	841..1115
A0A6J1A832	unreviewed	Formin-like protein	108875	Herrania umbratica	923	PF02181	505..900
A0A6J1AFG6	unreviewed	Formin-like protein	108875	Herrania umbratica	427	PF02181	18..389
A0A6J1AKV7	unreviewed	Formin-like protein	108875	Herrania umbratica	973	PF02181	506..909
A0A6J1AYZ4	unreviewed	Formin-like protein	108875	Herrania umbratica	917	PF02181	445..847
A0A6J1AZ46	unreviewed	Formin-like protein	108875	Herrania umbratica	933	PF02181	478..881
A0A6J1B0E0	unreviewed	Formin-like protein	108875	Herrania umbratica	811	PF02181	342..751
A0A6J1BMV8	unreviewed	Formin-like protein	108875	Herrania umbratica	1258	PF02181	798..1195
A0A6J1BYV6	unreviewed	Formin-like protein	3673	Momordica charantia	1239	PF02181	854..996,995..1193
A0A6J1BZV7	unreviewed	Formin-like protein	3673	Momordica charantia	1266	PF02181	854..1220
A0A6J1C0P1	unreviewed	formin-like protein 13 isoform X3	3673	Momordica charantia	1087	PF02181	854..1067
A0A6J1C2X6	unreviewed	Formin-like protein	3673	Momordica charantia	1165	PF02181	758..1127
A0A6J1C6F5	unreviewed	Formin-like protein	3673	Momordica charantia	1292	PF02181	901..1272
A0A6J1C755	unreviewed	Formin-like protein	3673	Momordica charantia	1233	PF02181	811..1183
A0A6J1C839	unreviewed	formin-like protein 20 isoform X2	3673	Momordica charantia	1078	PF02181	901..1077
A0A6J1CCD7	unreviewed	Formin-like protein	3673	Momordica charantia	997	PF02181	469..871
A0A6J1CG23	unreviewed	Formin-like protein	3673	Momordica charantia	993	PF02181	521..920
A0A6J1CH09	unreviewed	Formin-like protein	3673	Momordica charantia	981	PF02181	509..908
A0A6J1CHZ8	unreviewed	Formin-like protein	3673	Momordica charantia	930	PF02181	458..857
A0A6J1CWG3	unreviewed	Formin-like protein	3673	Momordica charantia	337	PF02181	46..332
A0A6J1CXJ0	unreviewed	Formin-like protein	3673	Momordica charantia	898	PF02181	491..887
A0A6J1D705	unreviewed	Formin-like protein	3673	Momordica charantia	906	PF02181	463..855
A0A6J1DA96	unreviewed	Formin-like protein	3673	Momordica charantia	843	PF02181	374..789
A0A6J1DBW3	unreviewed	Formin-like protein	3673	Momordica charantia	720	PF02181	276..666
A0A6J1DV58	unreviewed	Formin-like protein	3673	Momordica charantia	748	PF02181	303..696
A0A6J1DWX0	unreviewed	Formin-like protein	3673	Momordica charantia	651	PF02181	193..596
A0A6J1E000	unreviewed	Formin-like protein	3673	Momordica charantia	447	PF02181	46..416
A0A6J1E0B1	unreviewed	Formin-like protein	3662	Cucurbita moschata	1547	PF02181	1140..1509
A0A6J1E0S9	unreviewed	Formin-like protein	3662	Cucurbita moschata	1207	PF02181	792..1159
A0A6J1E470	unreviewed	Formin-like protein	3662	Cucurbita moschata	1226	PF02181	811..1178
A0A6J1E632	unreviewed	Formin-like protein	3662	Cucurbita moschata	1205	PF02181	790..1157
A0A6J1EDK2	unreviewed	Formin-like protein	3662	Cucurbita moschata	1156	PF02181	762..1133
A0A6J1EKH4	unreviewed	Formin-like protein	3662	Cucurbita moschata	1227	PF02181	839..982,981..1179
A0A6J1ERD1	unreviewed	Formin-like protein	3662	Cucurbita moschata	1254	PF02181	839..1206
A0A6J1ETA9	unreviewed	Formin-like protein	3662	Cucurbita moschata	1069	PF02181	623..1018
A0A6J1EXC3	unreviewed	Formin-like protein	3662	Cucurbita moschata	1125	PF02181	795..1109
A0A6J1EYG7	unreviewed	Formin-like protein	3662	Cucurbita moschata	1196	PF02181	795..1165
A0A6J1F0K4	unreviewed	Formin-like protein	3662	Cucurbita moschata	1618	PF02181	1219..1587
A0A6J1F0N1	unreviewed	Formin-like protein	3662	Cucurbita moschata	1630	PF02181	1231..1599
A0A6J1F5N6	unreviewed	Formin-like protein	3662	Cucurbita moschata	1620	PF02181	1221..1589
A0A6J1F5Y7	unreviewed	Formin-like protein	3662	Cucurbita moschata	783	PF02181	382..772
A0A6J1F9Q3	unreviewed	Formin-like protein	3662	Cucurbita moschata	1333	PF02181	915..1288
A0A6J1FF45	unreviewed	formin-like protein 18 isoform X2	3662	Cucurbita moschata	1125	PF02181	915..1109
A0A6J1FKN3	unreviewed	Formin-like protein	3662	Cucurbita moschata	1377	PF02181	961..1332
A0A6J1FKW5	unreviewed	Formin-like protein	3662	Cucurbita moschata	1135	PF02181	515..914
A0A6J1FLM4	unreviewed	Formin-like protein	3662	Cucurbita moschata	1121	PF02181	515..914
A0A6J1FLZ5	unreviewed	formin-like protein 18 isoform X2	3662	Cucurbita moschata	1172	PF02181	961..1158
A0A6J1FPF1	unreviewed	Formin-like protein	3662	Cucurbita moschata	828	PF02181	358..774
A0A6J1FS02	unreviewed	Formin-like protein	3662	Cucurbita moschata	1110	PF02181	515..914
A0A6J1FWZ4	unreviewed	Formin-like protein	3662	Cucurbita moschata	886	PF02181	416..817
A0A6J1G481	unreviewed	Formin-like protein	3662	Cucurbita moschata	671	PF02181	238..619
A0A6J1G4B5	unreviewed	Formin-like protein	3662	Cucurbita moschata	648	PF02181	214..596
A0A6J1G6U6	unreviewed	Formin-like protein	3662	Cucurbita moschata	965	PF02181	474..876
A0A6J1G6X4	unreviewed	Formin-like protein	3662	Cucurbita moschata	905	PF02181	462..854
A0A6J1G9Y7	unreviewed	Formin-like protein	3662	Cucurbita moschata	1251	PF02181	896..1232
A0A6J1GAN5	unreviewed	Formin-like protein	3662	Cucurbita moschata	1265	PF02181	874..1245
A0A6J1GAQ4	unreviewed	Formin-like protein	3662	Cucurbita moschata	1287	PF02181	896..1267
A0A6J1GYQ0	unreviewed	Formin-like protein	3662	Cucurbita moschata	773	PF02181	303..720
A0A6J1GZQ8	unreviewed	Formin-like protein	3662	Cucurbita moschata	940	PF02181	479..885
A0A6J1H013	unreviewed	Formin-like protein	3662	Cucurbita moschata	792	PF02181	322..739
A0A6J1HC12	unreviewed	Formin-like protein	3662	Cucurbita moschata	896	PF02181	488..884
A0A6J1HGG9	unreviewed	Formin-like protein	3662	Cucurbita moschata	1494	PF02181	1093..1463
A0A6J1HJA2	unreviewed	Formin-like protein	3662	Cucurbita moschata	1473	PF02181	1070..1442
A0A6J1HJB2	unreviewed	Formin-like protein	3662	Cucurbita moschata	1496	PF02181	1093..1465
A0A6J1HLK4	unreviewed	Formin-like protein	3662	Cucurbita moschata	1007	PF02181	564..958
A0A6J1HPB5	unreviewed	Formin-like protein	3661	Cucurbita maxima	830	PF02181	360..776
A0A6J1HTP3	unreviewed	Formin-like protein	3661	Cucurbita maxima	1278	PF02181	875..1247
A0A6J1HTP8	unreviewed	Formin-like protein	3661	Cucurbita maxima	1071	PF02181	628..1022
A0A6J1HUB5	unreviewed	Formin-like protein	3661	Cucurbita maxima	1276	PF02181	875..1245
A0A6J1HVJ8	unreviewed	Formin-like protein	3661	Cucurbita maxima	894	PF02181	486..882
A0A6J1HZP3	unreviewed	Formin-like protein	3661	Cucurbita maxima	782	PF02181	381..771
A0A6J1I5C1	unreviewed	Formin-like protein	3661	Cucurbita maxima	1564	PF02181	1215..1527
A0A6J1I5F1	unreviewed	formin-like protein 20 isoform X4	3661	Cucurbita maxima	1396	PF02181	1215..1387
A0A6J1I725	unreviewed	Formin-like protein	3661	Cucurbita maxima	961	PF02181	474..876
A0A6J1I7W7	unreviewed	Formin-like protein	3661	Cucurbita maxima	1558	PF02181	1215..1549
A0A6J1I966	unreviewed	Formin-like protein	3661	Cucurbita maxima	1620	PF02181	1215..1582
A0A6J1IEJ5	unreviewed	Formin-like protein	3661	Cucurbita maxima	1254	PF02181	839..1206
A0A6J1IG03	unreviewed	Formin-like protein	3661	Cucurbita maxima	1227	PF02181	839..982,981..1179
A0A6J1IJW3	unreviewed	Formin-like protein	3661	Cucurbita maxima	775	PF02181	305..722
A0A6J1IL16	unreviewed	Formin-like protein	3661	Cucurbita maxima	1331	PF02181	913..1286
A0A6J1IM15	unreviewed	Formin-like protein	3661	Cucurbita maxima	1132	PF02181	412..811
A0A6J1IMH8	unreviewed	formin-like protein 18 isoform X2	3661	Cucurbita maxima	1123	PF02181	913..1107
A0A6J1IPY2	unreviewed	Formin-like protein	3661	Cucurbita maxima	799	PF02181	329..746
A0A6J1IVE4	unreviewed	Formin-like protein	3661	Cucurbita maxima	1375	PF02181	959..1330
A0A6J1IZA4	unreviewed	Formin-like protein	3661	Cucurbita maxima	1036	PF02181	421..820
A0A6J1J3A9	unreviewed	formin-like protein 18 isoform X2	3661	Cucurbita maxima	1170	PF02181	959..1156
A0A6J1JG24	unreviewed	Formin-like protein	3661	Cucurbita maxima	546	PF02181	81..481
A0A6J1JJF3	unreviewed	Formin-like protein	3661	Cucurbita maxima	1697	PF02181	1290..1659
A0A6J1JLV4	unreviewed	Formin-like protein	3661	Cucurbita maxima	1187	PF02181	772..1139
A0A6J1K253	unreviewed	Formin-like protein	3661	Cucurbita maxima	1195	PF02181	793..1164
A0A6J1K259	unreviewed	Formin-like protein	3661	Cucurbita maxima	1124	PF02181	793..1108
A0A6J1K7P8	unreviewed	Formin-like protein	3661	Cucurbita maxima	1068	PF02181	622..1017
A0A6J1K8V0	unreviewed	Formin-like protein	3661	Cucurbita maxima	1286	PF02181	895..1266
A0A6J1K8X1	unreviewed	Formin-like protein	3661	Cucurbita maxima	997	PF02181	536..942
A0A6J1KCS2	unreviewed	Formin-like protein	3661	Cucurbita maxima	684	PF02181	248..629
A0A6J1KCW1	unreviewed	Formin-like protein	3661	Cucurbita maxima	1250	PF02181	895..1231
A0A6J1KFB8	unreviewed	Formin-like protein	3661	Cucurbita maxima	1264	PF02181	873..1244
A0A6J1KG27	unreviewed	Formin-like protein	3661	Cucurbita maxima	663	PF02181	229..611
A0A6J1KH96	unreviewed	Formin-like protein	3661	Cucurbita maxima	1208	PF02181	794..1151
A0A6J1KJ98	unreviewed	Formin-like protein	3661	Cucurbita maxima	1209	PF02181	794..1165
A0A6J1KLT6	unreviewed	Formin-like protein	3661	Cucurbita maxima	1222	PF02181	794..1165
A0A6J1KR67	unreviewed	Formin-like protein	3661	Cucurbita maxima	1206	PF02181	794..1153
A0A6J1L3D2	unreviewed	FH1/FH2 domain-containing protein 3 isoform X4	7224	Drosophila hydei	1157	PF02181	649..1012
A0A6J1L3D7	unreviewed	Formin-like protein	3661	Cucurbita maxima	904	PF02181	461..853
A0A6J1L589	unreviewed	uncharacterized protein LOC111592753 isoform X3	7224	Drosophila hydei	2288	PF02181	1779..2143
A0A6J1L7I2	unreviewed	uncharacterized protein LOC111592753 isoform X2	7224	Drosophila hydei	2518	PF02181	2029..2393
A0A6J1L9K2	unreviewed	uncharacterized protein LOC111592753 isoform X1	7224	Drosophila hydei	2537	PF02181	2029..2392
A0A6J1LBP8	unreviewed	protein diaphanous isoform X2	7224	Drosophila hydei	1124	PF02181	634..1009
A0A6J1LCE1	unreviewed	FH1/FH2 domain-containing protein 1 isoform X5	7224	Drosophila hydei	1407	PF02181	899..1262
A0A6J1LDH8	unreviewed	protein diaphanous isoform X1	7224	Drosophila hydei	1126	PF02181	636..1011
A0A6J1LL92	unreviewed	protein diaphanous isoform X3	7224	Drosophila hydei	1096	PF02181	606..981
A0A6J1LVX1	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X1	7224	Drosophila hydei	1160	PF02181	642..1018
A0A6J1LXM2	unreviewed	formin-like protein isoform X1	7224	Drosophila hydei	1176	PF02181	690..1067
A0A6J1M207	unreviewed	FH2 domain-containing protein	7224	Drosophila hydei	706	PF02181	304..660
A0A6J1M242	unreviewed	formin-like protein isoform X4	7224	Drosophila hydei	1177	PF02181	681..1058
A0A6J1M456	unreviewed	formin-like protein isoform X3	7224	Drosophila hydei	1186	PF02181	690..1067
A0A6J1M4L3	unreviewed	FH2 domain-containing protein	7224	Drosophila hydei	768	PF02181	366..722
A0A6J1M6V5	unreviewed	FH2 domain-containing protein	7224	Drosophila hydei	948	PF02181	546..902
A0A6J1M837	unreviewed	formin-like protein isoform X2	7224	Drosophila hydei	1167	PF02181	681..1058
A0A6J1M8U0	unreviewed	FH2 domain-containing protein	7224	Drosophila hydei	1042	PF02181	640..996
A0A6J1MD28	unreviewed	FH2 domain-containing protein	7224	Drosophila hydei	1345	PF02181	943..1299
A0A6J1MJ89	unreviewed	formin-J	7224	Drosophila hydei	1690	PF02181	332..717
A0A6J1MQ94	unreviewed	uncharacterized protein LOC112045728 isoform X1	110368	Bicyclus anynana	2150	PF02181	1651..2016
A0A6J1MQA0	unreviewed	FH1/FH2 domain-containing protein 3 isoform X4	110368	Bicyclus anynana	1180	PF02181	681..1046
A0A6J1MR65	unreviewed	FH2 domain-containing protein	110368	Bicyclus anynana	1305	PF02181	853..1256
A0A6J1MXS5	unreviewed	FH2 domain-containing protein	110368	Bicyclus anynana	1488	PF02181	1036..1439
A0A6J1MXY3	unreviewed	FH1/FH2 domain-containing protein 3 isoform X3	110368	Bicyclus anynana	1224	PF02181	725..1090
A0A6J1N4G3	unreviewed	uncharacterized protein LOC112045728 isoform X2	110368	Bicyclus anynana	2020	PF02181	1521..1886
A0A6J1NFW9	unreviewed	protein diaphanous isoform X2	110368	Bicyclus anynana	1087	PF02181	601..974
A0A6J1NL34	unreviewed	inverted formin-2	110368	Bicyclus anynana	1419	PF02181	318..699
A0A6J1NNR4	unreviewed	protein diaphanous isoform X4	110368	Bicyclus anynana	1077	PF02181	591..964
A0A6J1NP55	unreviewed	protein diaphanous isoform X1	110368	Bicyclus anynana	1089	PF02181	603..976
A0A6J1NP60	unreviewed	protein diaphanous isoform X5	110368	Bicyclus anynana	1075	PF02181	589..962
A0A6J1NTM4	unreviewed	protein diaphanous isoform X3	110368	Bicyclus anynana	1086	PF02181	600..973
A0A6J1NV26	unreviewed	disheveled-associated activator of morphogenesis 2-like	110368	Bicyclus anynana	369	PF02181	117..238
A0A6J1P3Q3	unreviewed	LOW QUALITY PROTEIN: disheveled-associated activator of morphogenesis 1-like	110368	Bicyclus anynana	828	PF02181	670..828
A0A6J1P8K9	unreviewed	disheveled-associated activator of morphogenesis 2-like	110368	Bicyclus anynana	469	PF02181	2..338
A0A6J1P8R8	unreviewed	formin-like protein CG32138 isoform X2	110368	Bicyclus anynana	1030	PF02181	601..970
A0A6J1P8V7	unreviewed	formin-like protein CG32138 isoform X1	110368	Bicyclus anynana	1074	PF02181	601..970
A0A6J1P956	unreviewed	formin-like protein CG32138 isoform X3	110368	Bicyclus anynana	1009	PF02181	601..970
A0A6J1PD99	unreviewed	FH2 domain-containing protein	300111	Temnothorax curvispinosus	1293	PF02181	844..1240
A0A6J1PDM6	unreviewed	FH2 domain-containing protein	300111	Temnothorax curvispinosus	1294	PF02181	845..1241
A0A6J1PDP2	unreviewed	FH2 domain-containing protein	300111	Temnothorax curvispinosus	1249	PF02181	800..1196
A0A6J1PIS5	unreviewed	formin-like protein CG32138 isoform X2	300111	Temnothorax curvispinosus	1092	PF02181	610..984
A0A6J1PJK7	unreviewed	formin-like protein CG32138 isoform X3	300111	Temnothorax curvispinosus	1055	PF02181	619..993
A0A6J1PJT3	unreviewed	formin-like protein CG32138 isoform X1	300111	Temnothorax curvispinosus	1101	PF02181	619..993
A0A6J1PXR1	unreviewed	uncharacterized protein LOC112456425 isoform X3	300111	Temnothorax curvispinosus	1802	PF02181	342..718
A0A6J1PZP6	unreviewed	uncharacterized protein LOC112456425 isoform X2	300111	Temnothorax curvispinosus	1803	PF02181	342..718
A0A6J1Q169	unreviewed	uncharacterized protein LOC112456425 isoform X1	300111	Temnothorax curvispinosus	1804	PF02181	342..718
A0A6J1Q755	unreviewed	protein diaphanous isoform X4	300111	Temnothorax curvispinosus	1075	PF02181	587..959
A0A6J1Q757	unreviewed	protein diaphanous isoform X1	300111	Temnothorax curvispinosus	1104	PF02181	616..988
A0A6J1Q8N3	unreviewed	protein diaphanous isoform X5	300111	Temnothorax curvispinosus	1074	PF02181	586..958
A0A6J1Q9N1	unreviewed	protein diaphanous isoform X3	300111	Temnothorax curvispinosus	1081	PF02181	593..965
A0A6J1QB93	unreviewed	protein diaphanous isoform X2	300111	Temnothorax curvispinosus	1097	PF02181	609..981
A0A6J1QB98	unreviewed	protein diaphanous isoform X6	300111	Temnothorax curvispinosus	1046	PF02181	558..930
A0A6J1QVG1	unreviewed	FH1/FH2 domain-containing protein 3 isoform X4	300111	Temnothorax curvispinosus	1171	PF02181	655..1019
A0A6J1QW55	unreviewed	FH1/FH2 domain-containing protein 3 isoform X2	300111	Temnothorax curvispinosus	1223	PF02181	707..1071
A0A6J1QXK0	unreviewed	FH1/FH2 domain-containing protein 3 isoform X3	300111	Temnothorax curvispinosus	1217	PF02181	701..1065
A0A6J1R0F3	unreviewed	FH1/FH2 domain-containing protein 3 isoform X1	300111	Temnothorax curvispinosus	1262	PF02181	747..1110
A0A6J1R0F7	unreviewed	FH1/FH2 domain-containing protein 3 isoform X5	300111	Temnothorax curvispinosus	1256	PF02181	747..1110
A0A6J1RAQ9	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X3	300111	Temnothorax curvispinosus	1122	PF02181	634..1007
A0A6J1RBH8	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X1	300111	Temnothorax curvispinosus	1167	PF02181	679..1052
A0A6J1RBI6	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X2	300111	Temnothorax curvispinosus	1134	PF02181	646..1019
A0A6J1RCX9	unreviewed	disheveled-associated activator of morphogenesis 1 isoform X4	300111	Temnothorax curvispinosus	1087	PF02181	599..972
A0A6J1RYP2	unreviewed	FH1/FH2 domain-containing protein 3 isoform X2	133901	Frankliniella occidentalis	1793	PF02181	1275..1640
A0A6J1RZX3	unreviewed	FH1/FH2 domain-containing protein 3 isoform X3	133901	Frankliniella occidentalis	1707	PF02181	1184..1550
A0A6J1S2B4	unreviewed	inverted formin-2-like	133901	Frankliniella occidentalis	1104	PF02181	648..1017
A0A6J1S565	unreviewed	FH1/FH2 domain-containing protein 3 isoform X1	133901	Frankliniella occidentalis	1797	PF02181	1275..1640
A0A6J1S6G1	unreviewed	formin-like protein CG32138 isoform X2	133901	Frankliniella occidentalis	1071	PF02181	571..956
A0A6J1S7U5	unreviewed	FH2 domain-containing protein	133901	Frankliniella occidentalis	1545	PF02181	1..370
A0A6J1S801	unreviewed	formin-like protein CG32138 isoform X1	133901	Frankliniella occidentalis	1095	PF02181	595..980
A0A6J1SMD1	unreviewed	protein diaphanous	133901	Frankliniella occidentalis	1075	PF02181	585..959
A0A6J1T1I7	unreviewed	disheveled-associated activator of morphogenesis 1	133901	Frankliniella occidentalis	1177	PF02181	669..1047
A0A6J1TIV5	unreviewed	FH2 domain-containing protein	133901	Frankliniella occidentalis	254	PF02181	1..172
A0A6J1TJ97	unreviewed	FH2 domain-containing protein	133901	Frankliniella occidentalis	169	PF02181	43..168
A0A6J1TV10	unreviewed	FH2 domain-containing protein	8663	Notechis scutatus	1247	PF02181	801..1191
A0A6J1U2H4	unreviewed	FH2 domain-containing protein	8663	Notechis scutatus	1112	PF02181	87..449
A0A6J1U446	unreviewed	FH2 domain-containing protein	8663	Notechis scutatus	1651	PF02181	1213..1602
A0A6J1U4T9	unreviewed	disheveled-associated activator of morphogenesis 1	8663	Notechis scutatus	1080	PF02181	604..985
A0A6J1UE69	unreviewed	protein diaphanous homolog 3	8663	Notechis scutatus	921	PF02181	368..738
A0A6J1UI20	unreviewed	protein diaphanous homolog 2 isoform X2	8663	Notechis scutatus	997	PF02181	525..898
A0A6J1UI35	unreviewed	protein diaphanous homolog 2 isoform X1	8663	Notechis scutatus	1004	PF02181	532..905
